"","KRAB.Day5.1","KRAB.Day5.2","KRAB.Day5.3","KRAB.Day7.1","KRAB.Day7.2","KRAB.Day7.3","KRAB.Day14.1","KRAB.Day14.2","KRAB.Day14.3","KRAB.Day21.1","KRAB.Day21.2","KRAB.Day21.3","SID.Day5.1","SID.Day5.2","SID.Day5.3","SID.Day7.1","SID.Day7.2","SID.Day7.3","SID.Day14.1","SID.Day14.2","SID.Day14.3","SID.Day21.1","SID.Day21.2","SID.Day21.3","KRAB.Day5.1.1","KRAB.Day5.2.1","KRAB.Day5.3.1","KRAB.Day7.1.1","KRAB.Day7.2.1","KRAB.Day7.3.1","KRAB.Day14.1.1","KRAB.Day14.2.1","KRAB.Day14.3.1","KRAB.Day21.1.1","KRAB.Day21.2.1","KRAB.Day21.3.1","SID.Day5.1.1","SID.Day5.2.1","SID.Day5.3.1","SID.Day7.1.1","SID.Day7.2.1","SID.Day7.3.1","SID.Day14.1.1","SID.Day14.2.1","SID.Day14.3.1","SID.Day21.1.1","SID.Day21.2.1","SID.Day21.3.1"
"EFTUD2-2",12031.4530256456,13273.4834948492,12281.8369636494,13079.2730699013,13414.3007191515,12461.5883576828,13419.6910634099,11499.1761362353,12702.4885703646,13125.8940244727,11977.558469409,11883.3467925007,13622.1111868295,11800.7757147165,12447.210053318,13928.3585464044,12745.2680793905,13246.4859908415,10807.1066216215,13848.4897577809,15640.1106880229,13504.0688576103,14775.5453165034,17261.5672965156,15419.0121576372,15755.0876235326,13551.130015692,13617.9373084484,14683.8639031544,14510.9704471074,15591.5410770865,16506.2886276981,17411.5024619617,16320.9053476555,14580.7983170018,17764.5136032572,13822.2034952358,14556.5189708084,14585.3416631427,12596.5799004623,13417.9204626749,14521.0998936318,15355.487199245,15800.331291476,15335.8124499078,13387.9393722735,15143.3163587767,14694.8462521938
"EIF3C-1",14842.9356737575,16175.0740409332,15021.65738242,16175.1699590712,16829.2202342964,15695.7686650803,13665.1017163608,14950.5724991835,15081.4786452844,14439.3087323918,14633.3708374963,12852.2429206853,15722.768781493,13853.8329697615,15620.1996947186,17624.1202834326,15677.0143845992,14383.4989747943,15394.820664147,15071.592433928,15776.7747337993,15955.785116518,14871.066356217,16142.1031904487,18874.5711104098,19730.2377753979,19949.6209200652,20551.2878976792,19134.9953728689,21575.29433616,21436.1459732634,20291.2876978079,17931.9164399275,22591.9661936791,20646.4575222573,22355.7142358651,20337.2795172635,18712.9245887709,20588.5837389869,21527.1500837004,20526.8700726864,20600.8406488215,21731.6011459593,22018.5055662947,18594.3559009494,24775.8112209286,26266.1776653676,18254.3961895019
"EIF3D-1",13154.1946852162,12213.0156372448,14445.7877203265,13072.5281965044,13949.8545846751,13925.2160550528,11028.4029604243,12030.5816079908,12250.732508868,11189.9631892815,10563.1960152931,12148.1510309241,13662.3151599331,12259.8159058948,13456.7976664909,13353.4622762001,12691.4855340443,12082.89841294,11290.1984376657,11463.7811880862,10509.267056373,11655.9576824609,8336.6474762223,10353.1455843295,12633.64947426,13141.5232498556,11020.3555084885,14639.3768353207,13865.7128233819,13673.3187702984,11708.26414433,13943.5673060824,12569.5795390852,13771.5866018259,14204.7964220151,13192.5883031733,11788.5578773401,13341.1679277491,13274.7747310922,13146.3037412961,13635.1470704143,14682.2785963464,14190.0504253552,13135.5136088082,12554.7469567043,14187.1590890777,13310.0524823596,12544.4042476633
"EIF3G-1",11416.5238481423,11940.256720433,11190.9825376574,11659.9589965283,11404.4464785743,12292.2881389571,12397.8446586315,13417.7142414805,12242.0076063927,11649.7762378348,12444.5258682423,11742.7336891519,11892.3352440468,12353.9191450864,12302.9832514362,11447.8133805347,13107.4038847221,13626.1230472531,11032.6231673263,11324.1932529792,14065.5032040771,12761.0947951631,12038.5751173649,16159.1797615582,15118.773224871,15500.9123464108,13775.2090085173,15649.508913556,15173.7805616372,15809.7147900499,16955.8326785849,16305.0374576289,16723.0722311517,14856.2537170911,16077.2353889959,14806.2089973206,15679.6547154676,15854.9506515768,15809.8185679851,16331.8601501341,16160.4063853853,13987.5082877507,15084.1410815062,16439.5679170035,15423.5124829801,18557.6396363993,17812.6837710216,15103.7263845523
"EIF3I-1",11476.0331233845,9184.45111264503,10858.6524683436,11582.8747291353,11514.4081087578,10926.9637943955,11734.4820745458,12629.9193256202,13106.7423850514,12312.3786308784,14273.0500951593,13412.6425880463,11746.5958415463,10817.282105117,12044.030584421,10892.4051194898,11409.0706194544,10793.0815137816,12250.8547034379,11145.5597416185,12097.7390087309,15638.7697635847,13663.4074969817,12202.1587561299,10542.0973583612,10371.1072181777,10636.2200922165,10899.4381986454,12860.5557825186,12632.9784423348,11703.182983803,13191.1833445849,12870.6995766503,11807.6019707874,13768.2304634063,12789.6420661252,10933.109376533,12161.4228722794,11016.4488387963,11000.6934029207,10572.0430295499,11107.3149479383,9814.20441170435,12109.5388248366,10835.8263084874,10249.5892216916,11371.4057583828,10079.6595245675
"ERCC6L-1",9126.07796548474,11335.9546374966,9765.26117159344,9808.00947241232,10608.2428229859,10194.0576862349,9117.88521509678,9964.12651576215,9115.58421942594,9470.96979238207,10292.9554585403,8571.24106617496,10532.4358538173,11846.6797338343,10694.6358849962,9684.14855160261,10684.7990087914,9054.34379541651,9185.37734442029,10569.6374918764,9715.03108019405,9410.3504765439,8963.38246128146,8788.74193102066,10710.770916095,11414.265232834,10332.1128876679,11085.0688137688,11392.7537858316,10357.2940130221,12424.7077786364,12063.9921580962,13434.7541397705,11730.3764803802,11616.5238697239,13697.4184407052,10900.9991825662,10990.381502665,11654.4374332843,10681.8713369121,11427.372797524,11460.7067619646,10825.7744215124,13081.1784956384,10682.8384730169,10649.1990800936,9640.54219610408,11767.7230616645
"FLT3LG-1",14704.0806981923,14125.8551098861,15165.4133920468,16500.8509888065,16184.7229018317,16473.4574117426,13961.6046895506,16181.0226946091,15433.3830451198,16833.8736083196,16587.1790006857,15009.6790027233,14648.3176002991,15286.0383662378,14732.9863376879,16321.2076710566,16729.9571057116,15521.461051388,14494.965427854,15871.0506077225,19914.3282356394,15355.1244478024,14562.0850338783,24053.2991061202,20548.9372935138,20120.477141388,19735.8985193452,23697.585480914,23765.3408886288,22790.4656333658,25501.07439486,22848.4699963942,23053.1391077919,23800.369606074,23026.1205220726,22728.3706646614,20893.8562126876,22522.765260861,22836.1483778817,22219.8554081759,23245.3357455026,25003.7222298069,21577.7343818775,25885.0881049542,22986.1786682473,22180.3653729232,25163.6344772188,20845.2441309887
"FOXA2-1",5216.97979623783,5311.74476791222,5806.05154175273,5872.85762200148,5566.29844642135,5486.4193461864,6000.41610150223,4947.00145355906,5499.59686023645,4907.03053353593,4613.7621490047,5277.61005415778,5697.90808810865,5229.61537799893,5633.58629168782,5864.49875634639,4876.28411139473,5083.34018535124,5914.28195843646,5472.23751195598,5631.94513283013,4307.67920750429,5061.64040032999,4040.50646418577,4330.41247221855,4654.52570670036,4773.44745220305,4745.35927797856,4887.4787122598,4755.97872922209,5068.45762567827,4520.76596251889,4712.09218204228,4124.54323765893,4432.11182256158,4805.06503632591,4834.64253776654,4596.33737573658,4147.69452512874,5191.737598569,5290.72112888472,5177.74068596097,4107.6188168055,5109.89777531045,5067.11302195455,2994.04659060342,3656.58597476238,4502.45809300412
"GNL3-1",10345.3568937816,9558.31893827497,9403.33427676819,10081.6586216573,10251.8856881318,10529.3813452592,10990.7119045104,11516.7070383963,11801.8847481965,12547.0011864223,11210.3237852949,12199.4696817813,9492.15804976152,9480.32754831012,9804.1446461045,8879.57217344733,8148.65320379638,9053.39470277548,9918.30611796111,9712.58709310774,9360.49681651317,10573.3944184196,9125.18340610233,9430.06204602174,9271.42322343337,10577.093130492,10076.0226101533,9867.63351052254,9826.57886169573,10266.9966992377,10756.81683565,10810.3266124354,10288.2679501409,10365.7669623888,10802.2736810279,10432.5442603401,10961.1028789656,10631.1566500941,8353.80728300576,9884.3721300159,10106.2590533394,10298.4181045012,9140.51749869753,11704.4226134085,10513.2850757438,10593.6977108711,10591.9703575635,11001.5504771983
"GOLGA8M-1",14639.2817095951,14590.2506794579,15580.6145727926,14955.3114275775,15726.5494427335,15230.4661284537,16388.0711113893,17385.1765367933,15416.9026737776,15230.4229774669,15304.3129094341,15475.652352507,15244.34150156,14698.4669215296,14922.010858336,16044.1995408613,15604.1091564631,17169.0858762143,16621.8959863646,14470.290559621,15337.0730213013,16491.6686542936,14662.4795960262,18523.3361618284,16798.7618598995,16767.06428449,16162.8742429921,17303.2232767118,16401.0071812959,17304.4235160991,15627.1092007755,15775.1375878135,22968.0399667409,14657.0470543361,16477.6311429415,19689.2932367196,17512.4057864943,17206.3956916453,16748.3535967439,17890.447130204,15645.5375506952,17088.9469275626,17759.1355678743,15604.5650749082,18256.2235512151,17976.388933269,14953.4283976077,18708.1767102269
"HNRNPK-1",12520.7515109708,12756.1821008959,12431.5123383785,11867.1229651469,11377.9742342708,11856.4766081731,12237.8670657523,13354.1647211468,13093.1703145344,13075.1966883502,12592.5887020187,13896.0642791214,11779.7641193567,11815.6945209298,12104.1250852051,11229.2692778178,11736.5465622295,11060.7256385518,11816.4037109771,12247.6211313792,11046.0200477558,13470.6988204594,10931.3108202775,12127.2115829272,14694.8403497668,14407.6751879349,14000.2295097159,11393.1967891261,14312.7739491147,13075.8195237671,13462.5348162753,16660.4581020172,14460.307890898,11099.4091212575,15829.0909616557,17062.3407755993,14097.1984897205,11795.8680663593,14480.8037729615,13630.3093846796,13075.3708120088,14067.5970841306,15307.6637455439,13233.7962399831,13087.7682688215,19691.8858001466,11669.6591005331,14356.6603483272
"HNRNPM-1",8917.13428796748,8628.35211414514,9267.1888794157,8671.9800817085,8648.27858128827,9095.24465373166,9346.54428764146,8764.35539911826,9666.22250897544,8089.17263108843,9366.26849189778,8927.39250312415,8837.83838750032,8402.73069951902,7853.80493883865,9684.14855160261,9328.28369839114,8565.56108528659,8956.54437892565,9594.4742249403,9561.53160848864,10114.0656717548,14451.9434268617,9407.29328454241,8531.50855017453,10215.2004496828,9786.97953957608,8811.32935035297,8850.64150225286,7924.06958944719,9362.03827098969,9972.08779398184,10566.4766805,8654.52029995583,8547.94464620815,9991.96523122137,8514.14143103607,8435.45408206708,9677.4414513289,10760.0227068529,9643.60815320203,10250.3648266733,10727.0085932167,8414.75112928762,9425.80466564738,8642.06774584687,12208.503472018,8718.31796239244
"HSPA9-1",13172.7086819582,12851.4125847827,13671.1965155136,13437.7149132785,12431.7731901966,12263.8893925903,11085.3583338054,10087.9385122743,9625.50629742425,8567.84980471063,9567.13695170633,8931.49799519273,13527.631850036,15459.3260384076,14537.4060533178,14151.0786510841,12680.729024975,13678.3231425097,13231.4094879488,16043.8272826451,13871.4006463077,13237.1085604034,18179.213384663,12129.1089797171,12597.6657819435,13664.0471466898,12816.7534845839,13029.00769194,12956.0067418254,12474.4778383515,13128.4485116253,14334.0684296571,14642.5073339175,14151.5711171251,13409.893086976,15184.3726639808,12938.7614919961,14132.4120964075,15287.1291170794,14839.8794512638,14884.2000649161,14828.4406497397,14407.3352476058,15575.7994267594,15336.7868947198,15506.0734449653,17366.2979356034,14694.8462521938
"INTS9-1",9001.76970164535,9808.73984034785,9542.0165448788,10552.8362060968,10080.8342634018,9698.17188429008,10841.6228388952,9472.1655738689,11538.1988067221,11538.9495030553,10075.5205278197,11614.4370620088,10422.88002711,9469.9991440086,10467.3694093036,10178.3087838606,10363.2989043882,9504.21370726425,10667.8169904508,10441.7632296456,10198.306836273,11171.1106720925,10694.4576299674,12408.0263078389,11052.6159931021,12227.8150975252,12539.9500228585,11463.8683431071,11661.5748548997,13719.4280369117,12419.6266181094,13600.1478782578,14418.8493350013,12903.6773971355,14286.3896743947,13015.4388185485,12900.0645915746,12037.9887819687,11532.2203410872,12003.3399559115,11500.4779058979,13018.4338515538,13677.5077585151,14050.4210290944,13296.2994585711,14406.1372185556,14552.7747413191,16891.1439725028
"INTS9-2",18299.7633511633,18245.455301733,18985.9407537769,19280.7023816652,19595.5697640068,19159.3234623643,18156.2004232641,18730.6732776505,18048.9149204799,18286.4112386214,19497.7008590457,16436.3374965544,18325.9760399515,18663.4265728323,17642.6528029254,20229.9455081847,19487.2089304635,19794.2761213005,22057.5080218099,19638.9487162045,20703.6126159569,29175.227186665,20175.4081737783,16462.7632479492,15269.4549364465,14968.9395545163,16458.5078721818,16835.8487330506,18918.7697303576,17462.9241200825,16382.9318291661,19755.8488049631,18583.2521733564,15829.4704087004,18959.0754163438,16922.824083045,17093.3265883125,17835.4348057287,19720.7655182918,16508.5888162503,16590.6821661,17786.7205660225,18319.5016884155,19380.05639443,20207.0620646676,14706.8537281612,21261.486584086,18704.3554005787
"KARS-1",8721.41489383739,9043.3689142941,8624.51495402507,9437.04143558368,8891.61959623151,9363.94048474139,10395.1932210698,9200.4365903733,9837.81225765548,8485.31925753439,8924.15079943256,9725.91071046269,8936.33812160416,9712.14284485517,8619.7366670142,8793.26813288396,9616.31910791225,10517.8446478832,7719.51979733866,9591.54580672127,7830.45369532053,7639.77556418624,9962.45456032599,8880.76567533295,8894.7189444946,8700.54257151785,7583.8499462516,9737.59785119748,8328.58319420757,9083.52552282854,9689.77312498092,8383.31135504065,9348.90435469329,7569.85318469063,6773.92228261309,9320.08221181534,9561.42775733699,8770.94160957824,9578.28418784825,8013.1796701827,9882.76629345363,8332.23815337454,8646.68835721876,8607.32116272778,8076.19860114603,9450.36950488743,8645.37021112933,6517.24360502314
"LIAS-1",8311.46210883518,9639.44120232675,9211.37772273704,5971.14006292751,6224.03190103781,5487.51160566205,3641.79358030873,3216.92054654472,2689.20882959562,2984.06878432952,2066.66724627769,2704.49290017615,11587.790147787,11617.1596382452,12034.1969388382,10917.4611312663,10334.6148802035,10694.3758791146,7512.7962971092,8048.2694052938,8049.31423239727,5594.38858117441,4927.13118114156,6791.73180960459,12309.7962434112,13013.0182770356,12784.7421998945,11506.2712754957,11854.4247522746,12698.2999033704,9983.21014541492,12418.4896319796,8932.13676646913,9162.62892433977,9413.50605547288,9432.06271504967,14030.5080868664,13334.8379743998,14317.847650032,13407.4003635984,11813.7855132144,15031.6659705537,13275.1669632471,12744.7802214545,14238.5875916923,11661.3422315514,10697.3532051232,11827.9086886238
"LIAS-2",11917.7241885159,14948.8346002664,13701.6389646111,12921.2503217457,14179.9594774666,13663.073780897,15065.5338383195,14954.9552247237,15219.1382176718,14453.4568261934,14135.3413057029,15195.4525188265,13982.9418454344,13845.7997664159,12945.4480961826,13050.006133574,14042.0250060727,14665.3794891799,12575.8638428361,14449.7916320878,13185.1094599086,11564.6808161365,14346.6753422794,16278.7157593246,15327.9284364609,14850.8283662626,14612.209952306,16604.0460359929,15278.9714147508,15055.6361589776,17557.9502010339,18847.4490281368,14617.4139974537,17767.1281680091,19139.0852721092,14757.5617295221,15264.6922088201,15366.7529995146,16194.1490465923,16045.0090991013,16327.5037759541,15374.0455750778,15394.9935305633,15516.6700388981,16167.0138744708,17979.4162806812,18722.35646458,15789.6514664061
"LSM3-1",12679.4429116168,12857.291009714,12195.5833578733,12727.5760999209,12687.3321640491,12625.4272790302,13341.7962145211,12211.3690365262,13310.3234428074,13437.1520881089,15882.0685824917,13779.0577551669,12055.1613351164,13740.2205224449,12348.8735974895,14460.1027963271,13310.5823893635,12191.0949740173,13159.5537258369,12862.5889573749,12650.3371068704,13381.3848974968,11732.5179084868,14076.7867845946,14581.2668208927,14698.7011557919,15338.1129080552,14218.1743735938,14801.7166182169,13367.844878985,12730.8477003879,14469.7744938781,16287.7573942369,16891.3209017998,14006.2808801429,15000.7980685147,14681.7686875771,13892.665113304,14458.5126052023,15557.4511207205,15990.1759187434,15280.9423492862,14740.0201429178,15010.8740589495,14879.7722779319,12676.5127304213,12882.5560252776,14623.1966962898
"LSM3-2",16391.4992583949,15815.3144351384,15852.9053674976,15520.9172395734,16308.9388174094,15016.3832712265,16754.9307222851,17037.8455377283,16566.6509332947,15692.5940416538,17026.1904798549,14582.7078275912,14282.4614450562,14444.8472159036,15855.1145614201,16276.6636501207,17144.680288715,13893.7671720233,16614.1576735218,16621.7018111999,17184.0182776276,21803.3933913666,15910.1013392233,21522.1717883349,14355.2442535295,13651.7635831114,13652.8129199993,13790.3759001621,14862.1039598191,13763.6160840828,15068.1815428059,14433.7708441868,15900.4472009919,18185.7254285119,13555.4150731789,14294.9537489474,13200.5830735713,14619.0272601324,13509.9849839997,14826.5581950239,16202.1807330275,15143.7902854856,18663.6226270039,13391.2082590192,16778.965216353,19242.8292673463,14697.9247011656,19679.7446882845
"LSM5-1",8254.59769027036,7847.69728327004,8288.80239036707,7718.06227272057,7218.77738890203,8296.80297703203,8178.95913332905,8512.34868055379,7374.48145880816,7952.40772433923,6967.23642294718,6211.60949975941,7887.01442360003,8916.85571363874,7416.75402404518,7369.25146358836,7798.46907520848,8038.8146695155,7812.37955145243,10145.9929895238,9295.13575114183,11580.384363031,11096.035878559,10135.8936518809,8322.35333858465,8602.2740628908,7983.99100486822,6523.4555761409,8260.40393755986,8801.10626482182,5864.92953828486,7584.76886829798,7822.57488891946,6302.65309209925,6468.57846185206,7981.82341086726,8552.01499315072,7861.01081562109,9196.25969211271,8709.43732965552,8634.75765764288,7681.5166827878,7262.92712078036,7956.89789625355,6557.03913937157,6868.04216233463,8939.64684205093,5476.89205329781
"LSM5-2",12921.447297602,13514.4989170321,12592.1808197262,12158.1160745553,13304.339088968,12544.6000778321,10199.1997303172,8712.8583740203,10999.1937204729,8480.60322626717,9854.97938380312,7921.5469463224,13604.0193989329,11478.2999804137,11924.9342101398,13503.7983468588,12907.8108831037,11831.3888630673,13271.2065254261,13468.7715287136,13755.5333031494,10638.1715493595,15912.050748197,9300.09036591057,10478.0014064223,11682.6138525463,10972.3385814545,11068.1076408134,11519.3724053202,9280.45051565636,11668.8851502458,10221.3438303061,11445.8344713604,13694.3611114186,9906.43023995211,9092.44971343734,10679.5211780262,11376.5086569703,10669.0140861354,11102.8230340933,10448.8087040055,11371.607975992,11232.2737779718,12738.3878551992,13520.4217653114,13842.0414840941,13273.2679034944,17428.0379780764
"LSM6-1",8233.43883685089,7137.5835515704,7652.89345366476,7734.44267954157,8383.55613825378,7870.82178152881,8899.27709079582,7843.98303566541,7522.80480088752,9381.365198305,6745.65987449857,8083.71388303125,7339.23529006339,7830.07806102408,7864.73121170848,8087.52380118028,5607.72672810394,8022.68009461801,6302.30307384043,6132.1077506435,7642.29305258486,6205.84543837996,5830.68224047256,7340.07948189841,9029.65779068162,8387.78414502215,8225.01714841141,7987.77017462754,8578.89846504272,10397.6396213088,8317.85978269206,8988.91120625821,9097.97099005571,8197.31029424938,8916.37603324212,6572.88839066473,8156.81260586735,9248.06184327925,7898.75999633486,8606.41961473352,8371.57926749702,8375.28588142874,7012.3738089985,9332.85473270149,8300.32090788632,9141.58006884946,7494.11231042926,12185.2011407315
"MDM4-1",9499.00275700288,11367.6981321255,11432.8308832649,8792.42424951001,8569.88001162036,8553.48395380961,5971.93841481169,4517.4943506144,5607.20399076461,4739.61142354985,4354.91104100399,4454.45889440778,11789.8151126326,12815.2545372206,11987.2139654979,11297.4773098759,9826.66861859986,10437.1717733957,8315.36988623534,8235.68817131156,10611.2699311192,7979.36476578034,5287.77184128446,7179.74945314814,11436.0672143502,10458.9819422384,10473.3391436502,11521.3478736783,10358.3770635478,9774.20391230757,8423.29386362722,8626.10519783062,8432.45206645168,7536.50581383296,8079.41432068779,7191.53477738558,11562.9631812659,11086.1220470727,11040.27732847,10546.8826070143,9969.4480648112,10464.6023569896,10237.3380129293,9069.96867045331,10187.8205085644,12592.7561186856,10687.4114270515,9052.68255661086
"MRPS31-1",10177.4084947646,9325.53331099595,10383.4120129889,10036.371614564,10551.2256814093,10408.1405434621,9947.92602422418,8408.25894897281,9834.90395683039,8823.69450095698,9419.07411792992,9942.47541708021,9823.84082786628,9483.77034974395,10585.3731562978,10037.7167177816,9707.15185116372,9898.08715329128,10165.9321289312,11032.3275704828,9347.62266727336,10312.3229512982,10312.3734711133,8118.96086417043,10988.5200411632,11028.7503143741,10522.2975790575,11199.0855875249,11645.0170354281,9075.84064505965,10605.6523099719,11552.5556983789,11101.0738486409,11171.3692373188,9213.30817850009,11527.5667222955,10043.9040051454,10088.3631503945,10411.5126654686,11269.7827789669,10336.0179653715,10580.7311117404,10271.6461427584,8950.1118031669,8928.83781157107,12311.2128093568,12165.7538263097,8321.85708639059
"MRPS31-2",15199.9913252111,14731.3328778088,13790.4294411453,13925.272904539,14382.5739627123,15175.8531546713,13556.2164437205,13027.6516683981,14587.0675050199,13347.5474940318,18503.7126043229,14000.7543268702,14004.0489313138,15997.5506625642,15168.9446251943,14322.2947315566,15304.1220701984,15133.2821612072,12855.5485784407,14804.1302365901,15923.3419712987,13375.4960674114,16728.8531081964,20855.2368166696,12297.4268491774,12565.1406511777,12308.3389630474,12271.4086332635,13244.3075985071,12682.9301478326,13387.5876985021,13717.3905323807,14878.166493751,14592.9849997937,14556.4044580429,15396.4013217442,12175.5268815551,11477.7879105586,12534.5542292947,13118.7731450669,14328.6012412748,13290.7357592455,14085.0467552723,13437.5529143699,12230.2568343368,13436.3769308677,15140.3338253552,13192.116233035
"MS4A13-1",14582.4172910303,13754.3386542286,12865.3172380172,15079.6098087487,13806.293567491,14082.5014195463,16419.8991141611,15135.7426532591,13990.8658358774,16641.6953341806,14850.8057682169,15368.909558724,13585.9276110363,12811.8117357867,13379.2211291151,12990.1501054414,14199.7871390884,15049.7620087966,13264.5736858466,14428.3165651483,14538.8757684331,10473.284306967,16195.689753877,15433.4254894046,15795.7164365759,16278.5564098729,16232.54586261,17955.2861481099,15241.9598182849,18498.4613994405,17989.8488458285,16918.0226728857,16934.7290691503,17250.2439197152,16024.2418333266,18153.6917456454,16116.8473563999,16116.0612272341,16633.0544531617,16237.7232727054,19084.6107203394,18068.0324633069,14336.639707352,16139.9257487875,17384.0954445518,12707.7953203468,13330.9302163102,17158.6356478776
"NACA-1",15184.1221851465,16088.0733519501,14486.3776524565,15956.4433503437,16325.2294292884,16640.573111517,14982.6135153088,14542.9790239401,15764.9293391795,14402.7594900709,15286.7110340901,13923.7763505843,15358.9228249053,15979.1890549171,15189.704543647,14233.2066896847,16131.1781008565,16815.0743211105,16148.7534296897,17189.8149456912,15495.5240888681,13865.2504361844,15392.5332566939,12512.3831312858,17271.0478215541,17437.9358337708,19494.8723758021,18158.8202235752,19507.0593162892,16543.620616979,20144.2609092747,20402.0681583965,23719.7490460248,21077.2935068281,22777.1349271821,23362.6208919968,18202.3632876265,17539.5094866505,17919.0242345814,17320.2973631357,16206.3581677918,16918.7582352553,20721.0707764491,16584.1952035291,18180.2168558858,21914.9679164592,18187.4888043238,19680.7000156965
"NAPG-1",7221.78115773252,8018.1716062774,7738.30143585483,8212.36513737796,7965.0910456108,7877.3753383827,8930.2675145473,8782.98198266433,10095.6815974797,8642.12729716925,7600.90393533292,8817.57059028968,8349.3601142915,7747.45082661198,7066.02066492342,9124.56428859496,8447.44512238675,8264.6987180804,8735.44972627382,8706.18736516864,8673.21531094185,10529.2281927788,10039.4562147889,7392.25789362187,8296.49005973213,8921.6467159287,7841.82324051267,8236.53404464071,9628.85901741738,9411.0934377275,9912.07389803698,9528.04278112263,8567.7378804302,7910.34739239524,11478.5723914738,8297.571715069,10360.0659149721,9017.018546031,9117.08761351963,8371.96550491104,9260.32851358484,7895.75421310405,9600.03851034724,9180.2369883568,8166.82196865406,9972.08237557902,11099.9952170261,6588.89316092709
"NEDD8-1",7503.4583938792,7573.762681472,7320.56338435092,6905.78680506721,8959.83653347501,8033.56844340055,8024.84459359198,9018.55348045286,7837.8707236051,8212.96845185279,10678.1259072454,8946.8935904499,8330.26322706729,7854.17767106094,7575.18498065781,9057.74825719106,8250.24245611711,8293.17149731127,7746.05115565688,7661.71820038218,10425.0899267281,6337.3626436216,7228.40847464803,9333.29480973459,11322.4936854761,9961.97006206697,9549.71942952575,8744.42694591761,10021.376737832,11171.8910565245,10540.8675132527,11625.4861682664,11856.0559718114,9533.83781572907,10536.4647351312,11696.4553501244,10358.4192383585,10177.7737414529,10519.1251994786,10463.4027345775,10923.9919084355,10126.2271922844,11806.155222385,11882.6098227743,11814.1688996494,13677.5556080346,15973.4548277616,13552.2746673788
"NHP2L1-1",5904.64253237058,5434.01600648301,5242.86623344989,6001.9737698847,5629.42456745265,5946.26058543475,6126.05295454876,6624.48965409039,5450.15574621,6002.32879534633,6559.28707673805,5378.19460983796,5731.07636591912,5641.60394958147,5715.5333382116,5613.93863858177,5519.28432020119,5284.54782524939,5789.36347968818,5900.76271134033,6570.76770816387,5126.22658938139,5414.48342457791,7210.10780178725,6613.12795354902,5608.86410778996,6107.56481704955,5235.3487189136,5705.62979203227,5908.71039455566,6481.02025218309,6495.4276725103,6477.35385153624,6694.04591848135,6410.53790088096,7247.52502900275,6376.75518647852,6552.29296066012,5987.86885669993,6268.09510275402,6187.82524450098,6230.90835835674,6417.69955862828,7277.70898163058,6353.38017368148,6647.04580124864,7559.72804570232,7850.88067224864
"NUDT21-1",13574.7268969281,13142.9824613746,13194.2648129869,12321.9201427654,12313.6662540735,11790.9410396341,13623.2227653453,12278.205601015,13381.0920962178,11681.6094488885,11995.160344753,12095.8060070497,12905.4753662577,11982.0965902319,12652.6239832709,11712.2935048418,13886.6532084057,13184.7949691747,13886.9551330615,11642.4146994468,12496.837635165,12889.667585362,10292.8793813758,10830.3408770004,13412.9213109901,14355.7062651032,13520.0602393759,13294.7327349086,13372.8741967571,13315.971954045,13194.5035984762,13162.5650589329,13796.9709965517,11255.6152268539,17170.7532043935,14461.0887578443,14229.7559571218,13304.7706959908,12745.1673315715,13943.8029481922,15204.81818307,12780.1696823236,14268.0234476939,14773.5574617224,13744.5440720517,14666.4890959993,16376.0968396645,14093.9453100127
"NUF2-1",12551.1673627613,10957.3840719216,11663.6861222539,16071.1061980907,14536.3166123208,16180.7318722686,15126.6771068021,15002.0695242814,14948.6662409389,16151.2280823904,14729.6634496725,15341.1974872611,11977.768686892,12948.3761926623,14148.4307391516,14840.1189749368,14816.4936590589,13880.4798750489,13946.6506892775,17566.6047565394,16050.1028253522,16686.0000471133,18859.5571165001,15622.216470004,22860.8895248515,20118.587362376,19889.3643841794,22217.2519968583,23371.8491788335,23868.2697404527,28373.2003827443,30562.4827353789,28003.0724789255,29999.4703360363,30849.8199074674,26006.0950667091,21860.4553849182,22013.204016245,19141.9638175094,22629.2620166159,22830.7253451537,22941.4357230243,30498.8877777287,25899.4709290286,23485.0944119474,30285.5835110178,27002.8634204788,22044.1800331148
"NUP205-1",13140.970401829,13371.0653487086,11676.3704760445,12244.8358753724,14028.253154343,13096.191113035,14246.3815564561,12840.2901515523,11970.5661960514,12759.2225934469,14569.1757627121,12300.0542374615,12510.4713305148,12574.2584368519,12496.3782812323,13754.3584646235,13830.4803277107,12763.3978365578,13569.6843065061,13839.7045031238,13035.5712648924,13603.197497382,13628.3181354543,16184.7946182224,13903.1991188029,14318.8555743681,13106.7380635343,12691.6688076039,14213.4270322852,12471.5960091881,14986.882974374,15544.3449615873,14039.1762441584,14489.4326376567,15593.56404757,14035.1956963628,14150.7154796651,13685.3591411155,13686.0083432018,14783.9301750561,15582.8760292319,15234.8912913677,12349.8870981606,14724.016623244,15242.2657479641,14551.4498943381,15197.0019603637,15366.4414228668
