"","KRAB.Day5.1","KRAB.Day5.2","KRAB.Day5.3","KRAB.Day7.1","KRAB.Day7.2","KRAB.Day7.3","KRAB.Day14.1","KRAB.Day14.2","KRAB.Day14.3","KRAB.Day21.1","KRAB.Day21.2","KRAB.Day21.3","SID.Day5.1","SID.Day5.2","SID.Day5.3","SID.Day7.1","SID.Day7.2","SID.Day7.3","SID.Day14.1","SID.Day14.2","SID.Day14.3","SID.Day21.1","SID.Day21.2","SID.Day21.3","KRAB.Day5.1.1","KRAB.Day5.2.1","KRAB.Day5.3.1","KRAB.Day7.1.1","KRAB.Day7.2.1","KRAB.Day7.3.1","KRAB.Day14.1.1","KRAB.Day14.2.1","KRAB.Day14.3.1","KRAB.Day21.1.1","KRAB.Day21.2.1","KRAB.Day21.3.1","SID.Day5.1.1","SID.Day5.2.1","SID.Day5.3.1","SID.Day7.1.1","SID.Day7.2.1","SID.Day7.3.1","SID.Day14.1.1","SID.Day14.2.1","SID.Day14.3.1","SID.Day21.1.1","SID.Day21.2.1","SID.Day21.3.1"
"WEE1-CHEK1-7",11862.1821982898,13449.8362427879,12476.3303884387,13466.6215135509,11809.6754490655,12470.326433488,12873.5895421677,11824.593507599,12486.3048756999,12040.0278251968,11339.7493392952,13047.2537939428,13088.4034438791,11843.2369324005,13061.2665886028,13157.1901839511,12469.184346613,13853.9052811001,13645.961961671,11023.5423158257,12593.8889140497,18194.5220206686,12639.9677857653,14601.4169970141,12188.3512818429,12142.7750419826,13219.7190683201,13224.0611809276,11417.1035203486,12060.4550485525,14468.6046006204,11469.4703529375,10612.2992949121,13479.3583256258,12220.4821708435,11670.7549067591,12509.8022341323,12206.523789893,11966.5137819133,12800.8391628077,11981.9272624742,13363.8167859422,11990.1715551045,10894.1901905524,10939.1174585503,12697.7041623063,9369.13165474733,8686.7921577947
"WSB2-MARCH5-1",12151.7940044688,11405.3200516858,11897.9238555871,12704.450819703,12226.1042152236,11644.5782698971,12948.9716539956,11342.4936981713,11634.1727339499,15019.3805782591,11611.02530048,11431.7426649571,11892.3352440468,11601.0932315539,12532.4349817027,11669.1414845601,12395.0839508026,11935.7890535805,14382.2071550016,12806.9490112134,15050.8707805086,13396.1069727104,12221.8195608969,21094.3088122026,11833.012320217,10926.7022477229,12219.8371759652,11590.1348528865,11634.3031522406,9962.48341764539,11731.1293667015,11817.5056332866,11800.4142257396,11724.2335436433,12367.6864921471,12212.2999633842,11136.4739383226,10311.4940059561,10344.639162191,10918.1016142332,11851.3824260923,10033.1239664928,12972.6316365728,12945.3407127138,10340.8083440349,9982.17353361948,12564.4191269839,10289.831555219
"WSB2-MCL1-1",14656.4732779985,15087.5654286449,13107.1655836247,14291.4231746556,14847.8745645075,13387.8243930334,11727.7814423833,11198.9594367281,12865.3534165694,12482.1557564981,13712.8962974457,12018.8280307638,13251.2295349487,13025.2654246846,14199.7842216398,14934.7750194257,12877.9316912447,12403.6917256078,15389.2932978307,13713.7825197056,13845.652347828,15219.6813558371,17241.5476682914,13207.7790548003,10919.9261276848,11105.2863643624,9980.93026445849,10998.3783742188,10623.3021750932,11401.4767798701,10208.0514987345,13599.2247077529,10892.6900545289,9408.34639381732,12173.3767880264,10783.1717376804,10590.6006408874,11241.9971482984,10339.2585354905,11529.9913175199,12974.0680189765,12526.8888637722,11130.3890287825,13723.6113042935,12032.4445375182,9484.67944222498,15867.0778023947,12359.0707297251
"WSB2-MCL1-2",11171.8746054796,10235.5134903594,10897.5511533014,11024.0137905363,10704.9683310178,9976.69805058064,10459.6868056337,11112.4006073081,11108.7397182178,10138.2882166928,12251.9406438897,11418.3998157342,11693.325577184,11127.1342341623,11130.5941725027,9362.59640047135,11081.5946766794,10484.6264054472,10065.3340619746,9888.29218624939,10425.0899267281,13577.6792336784,9293.80728233131,10126.4066679312,11219.0405700661,11357.5718624723,11328.22874653,12286.4852314461,11338.2103805134,10369.7819393966,10817.790761974,12746.2151612208,10757.4042405503,10801.0379083205,11165.65806276,10961.2390952825,11078.8402568438,11393.9160286808,10211.6608165929,12064.6177346151,11885.8462628972,10413.5457492974,11491.1442121365,8942.12134534781,12153.2756941956,13576.6440276301,9157.37178182063,9584.79992512419
"WSB2-MCL1-3",13984.6796819303,12739.7225110883,13436.1131585944,13003.1523558507,12995.8356265085,13682.7344514587,12770.5673226695,11696.3987855466,12231.3438367007,13624.6143309806,10924.5521620621,12643.8891982049,12052.1460371337,13158.3870801264,12840.5558766321,13428.6303115295,13872.3111963134,12532.7683247877,12510.6409203038,12356.9487448895,10264.6582208167,11203.4992375624,11393.3207470551,10461.2972013563,13573.7234360296,15058.704057589,12646.3404690318,12876.357135341,13673.8369153877,14456.2156930041,12575.8723043145,12290.1689317978,13376.9303644409,12362.2214018939,12228.0526787963,12790.5599391025,14638.9550956214,13709.0964661752,13702.9188842606,14504.1837940179,13969.3418515519,12028.3361063072,14130.7909283777,14178.2683541999,11432.186533379,12935.8554920611,11213.3314870432,11916.7541379447
"ARID1A-1-NT-1",10305.6840436201,10768.0987891341,10003.7270228568,10775.417028194,10773.1852682613,9630.45179679982,12541.0706711045,11071.8603960608,12141.1865111231,12267.5763338398,10901.773264558,10238.0708460179,9271.03619769168,10594.6476123955,9579.06342498587,11408.8373622158,9802.76526511263,11407.1444525274,12458.6836769306,11771.265101084,13792.1751125242,13330.3483700896,11682.8079796563,15699.0610399968,8742.9127425342,9040.7027936884,8004.70418907897,8086.71035020096,7451.99275159421,7329.45217207929,7274.95158452618,8085.1272819564,6932.30695177047,7304.82934261127,7716.87110650596,7399.89194323963,7653.7529003879,8377.69325775502,9141.68476415049,8653.48805344789,8212.83674645666,8374.28477147399,7810.81755774733,6179.02103150519,7962.18855815205,7913.48613532591,5321.83380176809,7836.55076106785
"ARID1A-1-NT-2",12360.7376819861,12009.6221346222,12473.7935176805,14218.1931206323,14130.0694785871,13365.9792035204,13434.7674857755,13019.9818987026,13310.3234428074,14240.056411352,14273.0500951593,13455.7502547663,13567.8358231396,12360.804747954,12938.8923324607,13347.8942735831,11701.886699673,13061.4129258409,14112.4716787663,13559.5524935035,14313.0829971503,14014.4341316823,13733.5862200365,13116.704008883,12497.5861376881,13333.3358195795,11177.5874068155,12118.7580766645,12133.9597045302,11590.7168949291,13543.8333847072,10282.2730836299,11062.8883366309,12480.6923246777,11582.0360001614,10819.8866567736,11656.0004099388,12844.2665898316,11579.1086594773,11364.807740145,10006.0006189981,11516.7689194306,10933.8970124888,12350.8506509732,11291.8664804633,12670.4580355971,10878.2935660277,14450.2824347083
"ARID1A-1-NT-3",7725.62635478363,8536.64868521704,7249.53100312353,8063.9779226465,6483.6635278601,6279.39972550779,8108.602495623,8936.37737657314,7183.50303796089,8711.68875836065,8549.33439504753,7166.13640570394,7323.15370082194,7356.11906363247,7943.40037637131,7058.83531769108,6813.65091153464,6075.14199522653,7136.93538760109,6989.1581494122,6445.98749245495,9514.38647472012,5257.55600219141,4481.65121784776,7229.34868446976,7672.50278895796,6932.32615198641,6302.96032772014,7593.22121179303,6530.22488411468,6190.12381201259,6512.96791210349,6318.06571572282,5779.62590706845,7170.95336635746,7582.54866572843,6683.86037492997,7461.43251044861,6979.44149150647,6198.82457030647,6204.53498355786,6692.42004749595,4710.61018955852,4925.31819968938,6606.7358247792,6766.12146612602,6536.71908212688,6919.43644549731
"ARID1A-1-NT-4",8438.41522935199,8349.71477240207,7951.39857953699,8533.22840040117,8415.11919876943,9505.9342165758,8472.94936945793,9754.85137121513,8235.33850303344,8349.73335860199,9454.27786861802,7655.71633488193,7887.01442360003,8430.27311098972,8718.07312284273,8141.81182669595,8593.25557865884,7820.52336207883,10410.2417201114,9481.24205380457,7877.98901559059,9901.08631699779,7486.7051636693,10103.6379064519,9903.3868197426,10221.814676225,8263.61899171325,8443.83726965169,9295.7546492243,8674.30578163512,7640.79514246988,8417.46866372213,8792.48689397517,9068.7297485037,8061.74980213136,11208.1469261845,9199.15890232724,8900.70565323822,8801.16796010453,8705.88499465821,7290.66802225508,9595.63891626757,8665.40188258006,8301.28662825649,8579.01212409382,8038.61649502757,10429.9193749951,6094.03356148382
"ARID1A-1-NT-5",7745.46277986438,8188.64592928477,8255.8230705115,8321.24666507052,8132.06981737101,7593.38787471389,7730.01677844279,7861.51393782642,8008.49103867678,8368.59748367085,8369.17402387904,8871.96836019834,7645.79058497839,7997.62773080416,7582.8333716667,7498.70752443342,7867.78880032144,6501.28459104854,6048.04422329082,7198.05198236949,6700.49951973425,9819.62416748245,7976.98152056627,7942.50296270563,5854.09694374702,6460.20955272236,7002.93927997758,5238.17558107284,6138.08107705486,7076.81181542702,6134.23104621563,6572.0508244174,5024.12236589597,4286.89227999232,4686.14442275395,5399.84672563617,6563.65298213128,5639.19719002834,5538.20219672953,6889.75372728332,6535.5966886223,5982.63308957903,5449.79444132989,6327.64354694033,5369.190913648,5598.57448084522,6284.19791910631,4788.10098920786
"ARID1B-1-NT-1",9739.68471464934,9186.80248261754,8698.08420601058,9258.78406723745,9041.28959287024,9224.13127185828,9793.81148448711,8204.46221135111,10004.5548382937,11121.5807359069,10256.7163034202,9928.10619484019,9431.85209010611,9170.47541926475,9807.42252796546,9287.42836514196,9879.25599627177,11717.4977461438,8536.46453888717,9859.00800405911,11796.6819803539,8854.83750515009,10904.019094645,8379.85292278773,9523.30906964915,9278.81494920778,10313.2827202036,10338.7772037293,9755.47763690598,10440.8670587588,11184.9046100494,10458.5986500667,8909.22545926309,10428.0738921492,10676.098548482,8184.67333885733,10156.7013531826,10386.6622019787,11010.2995511386,9720.0766363903,8708.90712470779,10559.7078026907,9999.26038472166,10335.6571889978,9742.49922951954,10358.5737285285,12039.4932447995,8168.04937305011
"ARID1B-1-NT-2",8221.53698180243,8098.11818534293,8352.22415932009,7869.34014747926,8330.61164964688,8092.55045508561,8543.30600716399,8239.52401567312,6770.52432079877,8361.52343677003,8760.55689917611,7136.37158820674,8457.91084167124,8635.69359654202,8207.81617982136,9325.01238280666,8881.29098817996,8994.55095903169,9196.43207705289,7465.51417970734,8831.66637850872,7167.6876856696,5984.68554939845,15505.5265674225,8352.71457897673,9112.51439614662,9179.70663885203,11511.9249998142,10154.8132829854,9295.82027119414,7962.17854580236,9835.45855925593,10751.949167406,8901.11533182437,10631.5166683158,9930.46774174021,10461.3365267135,10126.3428704901,9495.2688044691,10077.9743873693,11045.1375165979,9867.94082395925,9428.49786120199,9483.87438548236,9783.42591161994,10913.5874207536,8863.09515089903,10501.9142406947
"ARID1B-1-NT-3",8858.94744106394,10001.5521780941,9080.30606690079,9679.85687787152,9403.755707179,11177.0912143192,10226.0022589672,9306.7176847244,9646.83383680821,9366.03809668656,8688.07858893591,8974.60566191281,9912.28956869421,9303.59707470647,9038.21291792895,9877.63664254307,10358.5182336907,9998.69097324035,10622.4925866572,10403.6937927982,9758.60512377494,9715.58816930622,10827.0174401821,10976.4404298261,13448.9050033066,12073.7981080425,11777.3282405538,13040.3151405769,14195.895223433,11459.1133631368,14251.3849880914,13328.7357498158,12268.4595015201,13081.8225625067,13213.9010477548,13220.1244924932,12724.6935322176,11956.4906325969,12243.2317265105,13014.8673463956,14380.8191758276,14102.6359325468,13094.2695514212,13117.9346016062,14240.5364813161,13433.3495834556,18244.1569393324,12896.9200627107
"ARID1B-1-NT-4",7122.59903232876,8578.97334472232,7833.01127749134,8008.0918287866,8625.87898995458,7197.98994452884,8138.75534035416,9615.69983531214,7503.41612872028,7112.95415877518,8842.35384930434,7648.53172376192,8590.58395291314,9258.84065606658,9089.56640041718,8104.22780903125,9016.3449353828,7394.38076625682,7974.88412115152,7290.78522597203,7903.73731407021,5850.55268989134,8021.81792696242,9042.04440247819,9722.34386777501,9254.24782205102,8997.99552282141,10158.8003129243,9076.60703857097,9754.99171788535,8015.53073133581,9337.86965711223,8508.82309047181,8328.94465289807,9280.60158252456,7085.06151201522,10229.1551241845,9110.38535793269,9360.75313695659,8308.02347495946,10613.8173771921,8310.21373437007,9883.8603116603,6735.95594149603,7998.24301619288,10100.2400826928,6952.28540552293,9700.39454198256
"ARID1B-1-NT-5",8581.23748993341,9848.71312988062,9047.32674704522,9669.25779110498,9457.71835902834,9845.62691350273,8978.00951870498,8727.10223202612,9216.40531469557,8281.35090522739,8618.70649199172,9352.31093222204,9233.84752257085,10744.9832750064,10188.7494511228,8975.62021859043,8511.98417680227,9321.03882754566,7722.83621712844,8627.1200732549,7546.23209287244,7195.16889273501,6505.17774538848,8766.92186793631,9208.45176187943,9378.97323684689,9396.25356469161,8248.78378066409,9510.03231297424,9158.45308107523,8538.89026561638,7082.56411362976,8863.40284485101,7997.22606910337,9119.09741286583,8418.73094807665,10183.8715173083,9665.83876433088,10664.4021203922,10567.3085332488,10991.8752233541,10708.8731859483,9358.84196124603,8943.71943691163,9953.95375370495,7788.35577562426,9406.9104114197,9232.28411007676
"ARID1B-2-NT-1",8854.98015604779,9691.17134172209,9655.3301054082,8847.3467900275,9286.66693429836,8913.92958077388,8297.05777519279,10406.7817953276,10486.3633416495,8129.25889685975,10627.3910900772,9667.40744848544,8551.38507913713,8494.53873775469,9167.14293779302,9266.54835532824,9628.27078465586,10484.6264054472,8884.6886168138,9352.39165216736,10346.854712117,9450.59081546112,8411.6997217115,8118.01216577545,8169.42264623935,8623.06163202344,7642.22346539096,8043.36513042594,8035.41239062243,7338.09765956929,8230.20976360139,9081.22825674869,9113.24519485973,8411.43551765125,9515.28732905989,10337.0854706977,8374.17391887321,8315.18496843101,8368.41184119283,9661.46310893468,8154.35265975758,8837.7986805227,11194.8467272492,9567.77419258285,7584.10397112929,12229.4744292291,10222.1362132971,6858.29549112594
"ARID1B-2-NT-2",7511.3929639115,7929.99523230808,7157.35803224514,8225.85488417172,8463.99103440656,8564.40654856611,8487.1882128032,7043.03994318442,8283.81018345153,9204.51402578449,7476.65540349258,7838.41073193368,7752.33111370294,7574.16315444217,8362.96925457304,8624.83605371996,7087.34430896341,8184.02584359293,10209.0455861983,7697.83535841685,7635.36081837881,14592.520951737,7999.39972376435,8903.53443681228,9167.97010802332,9453.6195078232,8589.38088884585,9551.96723607401,8082.16388089515,9559.98794449975,9161.33243017336,9054.45631210645,9418.72929094027,10557.0755636249,8761.60120398584,9561.4828048533,9027.90453450445,8926.81671080394,10052.5479984495,9362.17888541129,9861.87911963253,9084.07172939091,10522.1994545402,10863.8264508399,10513.2850757438,12472.6713380041,8970.46635407313,9450.09876002476
"ARID1B-2-NT-3",9009.70427167766,6871.87874467616,8597.45499927178,7481.99170382962,7439.71881251158,7901.40504684699,8196.54829275557,7813.30395688365,9694.33608361793,7856.90809117815,7303.7428633481,8628.71795513506,8092.05468642842,7052.00493697684,7983.8275859897,9408.53242206153,7736.32035614168,7175.14036617912,9982.42356723014,8292.30425687942,8323.63264312243,9425.07255175751,6234.20989803787,7670.22652334867,8212.15328086524,8677.86522337314,7841.82324051267,7538.29909130828,8782.46224560515,9536.93331119308,9710.0977670889,8236.52724476079,8677.93035794497,8260.49478640075,9421.07656342563,7202.54925311355,8597.29860002694,9088.23052121025,8205.45571826339,9744.05489762215,8736.06045067522,8642.58223934668,8539.6054065402,7888.17995900934,10553.2373130323,7454.33844448515,7263.46305916638,12035.2147370392
"ARID1B-2-NT-4",6553.95484668053,6416.88865499444,5599.7193867589,5795.77335460852,6023.45374227706,6489.11354483245,5137.70971058273,5396.23082143486,6538.8296884003,6352.49411693696,5605.67959486343,5517.78134016963,6345.19205507671,6401.31546598158,5951.54083220007,6573.02708935857,5783.41637623507,5209.5695066081,6069.04821529274,6830.04742617838,5322.96555107472,5885.88567040402,10779.2569203253,5582.14135601528,6017.14804955633,6377.05927619178,6061.43090676198,5286.23223777993,5184.54547336766,5164.2378606944,4952.86122368912,4975.88902143697,6550.4518316698,5368.04914569355,5841.9086368742,6325.06268678545,5819.3551527476,5713.57414188223,6828.78394389245,5722.81168066689,6187.82524450098,6637.35899998476,6202.49401697332,7415.9439019009,6785.05922535953,5208.04666467955,6312.034897707,6970.0687983361
"ARID1B-2-NT-5",9625.95587751969,8131.03736495814,7924.3386247837,8228.74554419896,8990.38143074822,8416.95151935345,9304.66533662595,9354.92766566717,8409.83655253856,8715.22578181106,11067.4379736785,8389.57304214036,8484.04342418859,8687.33561804958,8982.48892629278,9279.07636121648,8919.53635375952,10634.5830427298,8232.4593914909,9073.21578195341,9102.0235125447,6593.52675233854,7715.76071808439,10678.5491338049,7639.78767495529,8001.32433705616,6906.90542590958,7242.42085197443,7114.99242587841,8364.02884171617,7000.56891606841,6385.57038242663,8418.26887627651,7819.08090373215,7070.01326032075,8393.94837768872,7883.46428799636,6499.27960136,7588.98963057746,7142.85759584168,7234.27265293811,6721.45223618367,6749.34481364244,7069.15803255223,7882.28408357507,5676.27639775673,6257.35511831278,7955.01136016238
"ARID1B-3-NT-1",9559.83446058385,10107.3638268573,9065.93046593811,9080.52669889122,9172.63265114504,8624.48081972682,8772.80265872898,8109.13793085064,8431.16409192252,8749.41700849836,8928.29241716057,8114.50507354559,9103.18460998413,10046.0945839374,8885.24509775124,8510.69200007164,9684.44366535085,9207.14771062218,8864.79009807514,9059.54983026462,7851.25039793868,8655.59875392581,9048.18175163938,6275.63988273982,7441.87736721432,7252.97184828095,7388.01620462275,7774.81322529808,7748.08552332139,7509.08618992711,7440.08930165354,7676.16274828356,6276.60715982618,6482.55338225245,7592.37830906069,7499.02222479134,6668.2169471,7579.32789157871,6717.32810509637,7614.43006673462,6801.90815484133,7434.24252396484,6323.09229152393,7006.8324615633,7779.96737832407,4875.03844934449,5495.81491802241,8328.54437827496
"ARID1B-3-NT-2",10693.1555468642,9581.83263800012,11047.2265280305,10820.7040352874,10734.4950650485,10325.1288233128,9973.8909738538,9436.00808816183,11490.6965599123,10944.7295633864,9610.62393785045,10584.9849258128,10889.2461151118,11140.9054398977,10456.4431364338,11389.3493530563,11637.3476452575,9731.04684847018,9920.51706448763,10606.7307893175,9672.44735578545,7946.97620031038,10999.5401343586,10149.1754294105,6924.61179016406,6703.04615577189,7632.80838165881,6857.96759831771,7315.6342382988,7007.647915507,5910.65998302782,7156.41775402215,6059.49524868322,5771.72784554953,7920.43365367998,5343.856474019,7484.96854748563,6843.4708147264,7793.45344519649,6677.50171119403,7209.20804435279,7047.81408143179,7426.15064754281,6743.14735353321,7130.0126887772,8922.60193937156,6582.45126125658,7590.07628875827
"ARID1B-3-NT-3",9276.83479609845,8964.59802021484,8260.89681202774,10178.977509241,9821.20263657954,9519.04133028359,9540.02504133312,10265.4388966545,9116.55365303431,11709.9056364918,9896.39556108324,10149.8027665434,9009.71037251824,9576.72598845756,9441.39238682593,11030.2131842603,9701.17601279191,9538.3810423413,9940.4155832263,10006.4050544168,10295.3581151577,8702.70939460938,7655.32903989828,10080.8691449725,7787.09591537612,8252.66494565996,7674.23475008029,8056.55715383573,8338.32308801438,7849.14203120051,9232.4686775513,8416.54549321723,8975.77735162349,7090.7041192094,7912.02197817692,7472.40390844875,8382.40730194161,9301.86644674802,8535.97992986557,8324.89706619668,9620.63226199882,8995.97405337302,7769.23194583333,9569.37228414667,9531.04470533413,7621.85166795672,8540.98154137673,9373.67256706055
"ARID1B-3-NT-4",9960.53024721505,8761.20451759226,8249.05808182317,8926.35816410529,8720.56817150153,7596.66465314083,8130.37955015106,8896.93284671087,8675.46136122969,8837.84259475862,8112.39372474233,7992.36668450538,9034.837855708,8151.4061948489,7864.73121170848,8837.81215381989,8337.48969634549,8083.42202364386,9689.47315246647,7423.54018523461,7883.93093062435,10313.3044229791,6810.26024977964,8062.98765886708,9460.33760809521,10774.5750372522,10258.6752345571,10939.0142688747,10184.0329644058,10186.3054826643,10913.0625218551,9525.27326960791,10109.3415510081,11642.6202412811,9568.28088472916,10516.0707012772,10817.0186752685,11628.9155467723,9878.06196116185,9636.59676395351,9342.83285017819,10777.9497728259,10422.3939859466,9890.58868847424,8780.72220016009,7354.43597988463,11712.4087462413,9119.55547545455
"ARID1B-3-NT-5",12360.7376819861,11412.3741616033,12740.1649472832,12776.7173203839,13650.5145913977,14038.8110405204,12041.0359959794,11825.689188984,13837.6953257562,11877.3247464779,12374.1183668661,13519.3853818293,13298.4692033455,12210.4690853431,12791.3876487179,11843.1415663411,13896.2145498006,14067.4511253316,11175.2292182868,14379.5095948312,12795.9140251975,10231.8422734637,14058.1628141651,13680.2308554963,9134.23539647657,8984.00942332664,9278.56501803966,10051.3795508732,9235.36730762205,9068.15576729076,7642.06543260163,8834.74173193911,9874.77340580336,8493.04882001344,8922.26420609426,10343.510581539,9530.9642399839,9270.21668000168,8465.26312180185,9844.40836129616,8646.24560324449,9058.04287056744,10813.2987379382,7636.48053770789,9089.62120553694,13689.6649976832,8655.311989201,10532.4847178804
"BCL2-1-NT-1",8627.5224817885,8159.25380462832,8712.45980697326,9430.29656218679,9553.42570381773,9797.56749657416,11076.9825436023,8958.2910042744,8527.13801915034,10298.6332797781,9349.70202098573,8683.11572504373,9580.60679058945,9393.10991198624,9573.60028855095,9345.89239262038,8558.59571610236,9918.01809875289,8030.15778431448,7082.86753242108,8139.43327707593,7307.0566643585,9405.89829832167,11713.5790827194,6958.34650171082,7263.36563284727,6751.55654432901,7187.76818356245,6659.16539571947,6785.74706993029,6186.31294161734,8243.91260880002,5892.57001046779,5390.86576785932,5269.91470266621,5504.48424505186,7960.03475053251,7575.37167073541,7343.01812426887,7567.36162802026,7708.41149867708,7910.77086242528,7761.95446374838,7244.14905879039,6232.5490170041,6296.8826172448,6962.2271835946,5780.68617033055
"BCL2-1-NT-2",7937.21488897832,7119.94827677653,7530.27803368892,6936.62051202439,7293.10330560017,7684.04541119278,6990.43450350889,7056.18811980517,6376.93427580388,6610.69682881691,7198.13161128381,6841.80253228623,8239.80428758417,8201.90061587851,7654.94677260762,7520.97953490138,6808.8702408372,8605.4229762098,7245.27176740048,6733.40962495047,7826.49241863135,8473.04502127696,5658.15954629609,6990.95847254871,8094.0817904516,8550.30514005919,9109.09351086086,8996.01767809002,7961.38919769064,7923.10897972608,8254.34527610462,7087.17996615429,8397.53959832819,6763.37334736966,7656.30704288394,8612.40214629341,8044.01525783023,6719.24548024704,9007.16909663798,8827.55246831609,7223.82906602756,8277.17710586335,9095.81296588997,5957.6853499163,7583.12952631737,7210.1324199061,3950.86260568399,7205.07934170105
"BCL2-1-NT-3",6674.29582550376,6928.31162401653,8051.18216268974,6519.40191475997,6055.01680279272,5563.9697689575,7733.36709452403,6125.95462388676,6652.25342057863,7199.02172940183,5297.12907412658,5757.95262618148,7946.31528392785,6469.02389418038,7309.67654992078,6373.97099580112,6539.95751410587,7466.51180697502,6996.54028316717,6737.31418257584,8499.90945579058,4615.86131530934,8759.66922352506,9566.67461489771,8485.40444439396,7856.75624263368,8055.54564123261,8857.50143228723,7713.02190561686,9563.8303833842,8442.34821560346,7295.81650026278,7333.8003351906,7548.79168730684,8009.5974140124,7532.06565197525,8063.7753771944,8009.76471932887,10054.8539813212,8180.13941505629,7967.41245405873,8744.69545473106,9357.80232094818,7580.54733297423,8232.10977105232,11054.86363332,8782.56674851845,10753.1653500646
"BCL2-1-NT-4",6780.09009260111,6369.86125554413,6758.22369963412,6637.91897587666,6374.72006091898,7224.20417194443,6093.38737275667,6854.5827449536,6485.5108399404,6126.1246161107,6918.57241464304,8260.25004198013,7253.80184721822,6946.42569300583,7475.7558975423,6364.22699122138,6439.56342945951,6602.83750363865,6528.92509280855,6019.85171891411,6304.37185081706,5301.91002026389,5967.14086863474,5796.54719327896,5863.09286682615,6432.80775704751,6406.9644797321,6903.19739286556,6491.63922224225,5372.69017017555,5985.60710080101,6982.86169910004,5831.47319125168,5421.58045154402,7586.49013620855,5674.29074585803,5965.90937136518,6960.57495168785,6907.95602248553,6126.00170286161,6113.67577743607,5824.45771672871,7462.53805796757,6778.30536793722,6032.78783056166,10188.0331576448,5411.30980441317,6776.13733368941
"BCL2-1-NT-5",6255.08604213053,6769.59415087174,6295.66759807007,5828.53416825053,6004.1086406707,5750.74613929353,5785.99587230282,5692.06479540185,6132.63700649671,5672.20660664137,4459.48688863627,6959.83542925786,5909.98404623017,5716.19798064795,6796.14172503845,6401.81100888607,6010.49823436374,5755.29777519976,6977.74723769177,5138.39783498685,5343.76225369287,13446.1620284367,4619.12456328978,5172.30364938738,6563.65037661378,7293.60209704021,6492.64174169472,6648.77979853391,7039.99524356594,6003.81075694568,6681.72609299943,6758.53126640817,6247.14976484698,6450.96113617677,8884.4116663305,5646.75455653811,6393.22195261532,6777.79754872776,6489.80446176092,5976.80363297458,6506.35464527276,7197.98057464411,6939.598988149,5244.13746667122,6315.37682601682,9094.15162605931,4137.76803343149,7292.96946360989
"BCL2-2-NT-1",6654.45940042301,7452.66712788746,7108.3118642548,6349.81652649545,7730.91349984952,7195.80542557754,7138.68599010379,6896.21863758599,6882.97861936873,7072.86789300386,6947.56373873912,6855.14538150911,6771.35416997494,6933.80208774842,7193.85805750051,6573.02708935857,6945.1193557144,7663.92307630905,6593.04254207758,5689.91659957035,7560.09656128454,7108.79938481513,5504.1562373702,6067.87493424095,5668.55603023986,7709.3534796931,5245.14314718406,7216.03680515485,6843.24938866827,5103.71944826439,6925.62179829522,6662.52153389807,5876.2047910349,8342.10808876294,5408.70734846668,5015.25794813463,5914.03905803424,6821.31597800397,6310.70645872997,7014.08545218918,5520.48004091682,7003.76524342284,6328.29049301318,5695.59833345002,5763.8410624733,5160.61822188941,4434.03301996743,7476.392326724
"BCL2-2-NT-2",8122.35485639867,7986.42811164845,8349.68728856197,8048.56106916791,7924.36451591318,8527.26972639403,8848.1847705569,8953.90827873414,7880.52580237302,9175.0388303644,9026.65583820084,7348.83080275568,7809.62177537558,6987.73931021187,8707.1468499729,8443.87596866774,8123.55468263479,8465.90635797854,8045.63441000011,8322.56457847604,8144.3848729374,8500.52622834237,9360.08718743865,6544.1215285169,8114.32261737965,7989.98566298381,8958.45217114636,7811.56243336821,7640.94669144642,8298.7073806806,6246.01657780954,6175.08750730833,6682.46460176175,6712.47472869216,6918.6031012657,5780.76401122838,7568.94905478334,7257.29151493474,7773.46826030891,6913.73198851517,8446.77309325298,7459.27027283356,8100.87720084749,8118.30514419924,6723.66920220893,5888.19071660631,7635.28555904706,9706.12650645487
"BCL2-2-NT-3",9256.9983710177,8864.66479638293,9349.21436726161,9697.20083803493,9728.54978151747,9216.48545552874,8860.74845586155,10366.2415840802,8973.07747899676,9292.93961204475,8976.95642546471,8923.28701105557,8083.00879248011,7772.69803712679,8986.85943544072,9258.19635140276,8446.24995471239,8512.41189738896,9682.84031288691,8898.4868282181,9651.6506531673,11863.0482071325,9766.53895846457,8140.78092725478,7284.44871332946,8517.23400734816,8123.33424410413,8117.80583395261,7732.50169323049,8884.6793105585,8110.80249121698,5744.89005202268,7976.40795158859,7761.16178592672,6185.10499739899,7634.86742543628,7816.77388514229,8680.73977435118,7952.56626333986,8109.98079885941,9104.71906861764,8495.4190759986,9181.06347031368,8922.14520080007,9097.41676403225,10071.9848401795,8393.84322591593,9795.92728318782
"BCL2-2-NT-4",13617.044603767,12905.4940941506,12933.8127484865,13453.1317667571,12794.2393045053,12993.518722324,13983.3817440787,15076.5758584657,12479.5188404414,14995.800421923,15106.5506629216,12908.6934366282,13347.7190703974,13121.6638648321,11535.9588959736,13773.8464737829,13032.1083212373,11317.9297442706,13778.6187532621,15321.4841219517,12173.9935849975,15573.0111609639,16184.9680045214,12898.5033780394,9245.55994458086,9589.68359669142,9418.84976564879,9023.34401229601,9516.85023863901,8666.62090386623,10115.3203191168,10186.2633511198,10324.2714328933,7258.31853588873,9699.50302257687,10328.8246139017,9602.59467267901,10843.2100872946,8583.63690921286,10091.2956436092,9031.61396024379,9298.30925970716,9562.61145962464,10246.9631072058,8655.99326423506,7012.34572231316,9223.98169490086,8688.70281261881
